證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
1101,台泥,14976358,6592,643570905,43,43.15,42.85,43.15,+,0.15,43.1,3,43.15,80,10.32
1102,亞泥,7837392,4521,358910560,45.5,46,45.4,45.85,+,0.2,45.8,7,45.85,333,12.7
1103,嘉泥,1127071,366,18925281,16.95,17,16.65,16.8,-,0.1,16.75,10,16.8,20,16
1104,環泥,116331,68,2263420,19.5,19.5,19.4,19.45,-,0.05,19.4,56,19.5,27,10.51
1108,幸福,91002,28,626593,6.87,6.94,6.87,6.89,-,0.03,6.89,1,6.9,3,0
1109,信大,607738,306,11091377,18.3,18.4,18.1,18.4, ,0,18.3,20,18.4,5,7.45
1110,東泥,16000,10,258200,16.15,16.2,16.05,16.2,+,0.15,16.05,55,16.2,7,115.71
1201,味全,2540638,1103,74195377,29.05,29.35,28.9,29.3,+,0.2,29.25,4,29.3,82,7.47
1203,味王,72341,41,1896498,26.2,26.4,26.15,26.3, ,0,26.2,5,26.4,3,13.08
1210,大成,1576129,968,61540754,39.05,39.2,38.8,39.05, ,0,39.05,584,39.1,22,17.13
1215,卜蜂,2142746,1095,137834110,64.6,65.3,63.4,63.7,-,0.7,63.7,6,63.8,1,18.36
1216,統一,5519941,2504,447514711,80.8,81.4,80.6,81.2,-,0.3,81.2,1,81.3,113,25.06
1217,愛之味,473967,205,3367598,7.13,7.14,7.08,7.11,-,0.02,7.1,9,7.11,35,142.2
1218,泰山,2739854,1084,58501948,21.9,21.9,21,21.2,-,0.7,21.15,74,21.2,35,20.99
1219,福壽,18933,17,340689,17.95,18.1,17.9,18.1, ,0,17.9,8,18.1,38,0
1220,台榮,11000,5,122800,11.15,11.2,11.15,11.2, ,0,11.1,20,11.2,12,28.72
1225,福懋油,41,10,2969,--,--,--,--, ,0,71.5,2,72.5,5,62.61
1227,佳格,2473508,1682,143599399,59.4,59.4,57.4,57.4,-,2.3,57.4,19,57.5,14,17.39
1229,聯華,1852728,1028,66558058,36.3,36.3,35.8,35.9,-,0.45,35.9,24,35.95,31,12.6
1231,聯華食,174372,140,7696282,44.5,44.5,44,44.05,-,0.45,44.05,44,44.1,2,14.16
1232,大統益,53208,64,6055920,115,115,113.5,114,-,1,113.5,7,114,2,18.12
1233,天仁,21195,18,815376,38.5,38.6,38.35,38.6,+,0.05,38.6,4,38.65,1,19.4
1234,黑松,14365,15,467462,32.65,32.65,32.5,32.65, ,0,32.5,10,32.7,5,17.65
1235,興泰,15895,11,446089,28,28.2,27.85,28.2,-,0.15,28,2,28.3,2,39.72
1236,宏亞,10001,8,132213,13.2,13.25,13.2,13.25,+,0.05,13.2,10,13.3,4,0
1256,鮮活果汁-KY,85440,80,15547798,185,185,180,182.5,-,1.5,180.5,2,182.5,3,12.01
1262,綠悅-KY,242100,150,6665600,28.15,28.3,27,27.05,-,1.25,27.05,5,27.25,1,0
1301,台塑,3763913,1409,413653465,110,110.5,109.5,110, ,0,110,35,110.5,583,15.28
1303,南亞,7160680,1691,560994620,78.5,78.5,78.1,78.5, ,0,78.4,30,78.5,41,14.04
1304,台聚,540790,243,6387114,11.9,11.9,11.75,11.8,-,0.1,11.75,114,11.8,1,23.14
1305,華夏,909191,395,19860716,21.85,21.9,21.8,21.85, ,0,21.85,8,21.9,18,12.07
1307,三芳,191586,130,4688987,24.95,24.95,24.2,24.5,-,0.3,24.3,4,24.5,1,32.24
1308,亞聚,925902,419,12759350,13.9,13.95,13.6,13.7,-,0.35,13.65,11,13.7,3,22.46
1309,台達化,547645,211,5661274,10.4,10.4,10.3,10.35, ,0,10.3,70,10.35,116,15.92
1310,台苯,1023294,521,24585006,24.15,24.15,24,24.15,+,0.15,24.1,2,24.15,65,11.03
1312,國喬,4466782,1868,89840725,20.1,20.25,20,20.05, ,0,20.05,27,20.1,121,7.21
1313,聯成,673284,240,7523310,11.25,11.25,11.1,11.15,-,0.1,11.15,71,11.2,14,79.64
1314,中石化,8249200,1799,92634548,11.3,11.35,11.15,11.2,-,0.1,11.2,855,11.25,327,8.68
1315,達新,17000,15,534550,31.75,31.75,31.3,31.55,-,0.2,31.4,2,31.55,5,24.84
1316,上曜,218206,133,3281759,15.15,15.15,15,15.05,-,0.05,15,35,15.05,53,0
1319,東陽,631464,488,26737615,42.5,42.8,42.1,42.1,-,0.4,42.1,16,42.15,4,12.91
1321,大洋,235000,87,6628700,28.5,28.5,28.1,28.3,-,0.2,28.2,5,28.3,1,0
1323,永裕,295265,128,10030718,34.25,34.25,33.75,33.75,-,0.55,33.75,26,33.8,8,10.17
1324,地球,0,0,0,--,--,--,--, ,0,10.95,5,11,25,275
1325,恆大,42026,29,672016,15.95,16.05,15.95,16.05,+,0.05,15.9,10,16.05,7,21.69
1326,台化,5005067,1931,537608669,107,108,107,107.5, ,0,107,838,107.5,507,14.14
1337,再生-KY,368999,141,2475851,6.8,6.84,6.63,6.7,-,0.1,6.67,2,6.7,4,0
1338,廣華-KY,68007,62,4328555,64.2,64.2,63.4,63.5,-,0.9,63.5,5,63.6,1,11.67
1339,昭輝,18000,15,641100,35.9,35.9,35.5,35.7,-,0.2,35.6,7,35.75,1,7.35
1340,勝悅-KY,407092,236,7344172,18.25,18.25,17.95,18.15,-,0.15,18.1,2,18.15,8,106.76
1341,富林-KY,7000,7,376900,53.9,53.9,53.7,53.9,+,0.3,53.7,1,54,3,17.67
1402,遠東新,5566875,1680,182106665,32.5,32.85,32.45,32.75,+,0.15,32.7,69,32.75,111,15.16
1409,新纖,800407,343,10649636,13.3,13.35,13.25,13.25,-,0.05,13.25,219,13.3,5,8.33
1410,南染,23516,19,641884,27.3,27.4,27.25,27.4, ,0,27.25,1,27.4,3,19.71
1413,宏洲,42977,35,523520,12.35,12.35,12.15,12.25, ,0,12.15,9,12.25,5,7.08
1414,東和,89010,31,610785,6.85,6.89,6.85,6.89,+,0.02,6.86,11,6.88,4,68.9
1416,廣豐,150096,65,2314826,15.45,15.55,15.3,15.45, ,0,15.4,19,15.45,29,15.61
1417,嘉裕,627555,166,3825403,6.11,6.13,6.08,6.1,-,0.01,6.09,26,6.1,64,0
1418,東華,2834,5,22001,7.55,7.88,7.55,7.88,X,0,7.9,2,8.19,1,0
1419,新紡,0,0,0,--,--,--,--, ,0,42.05,1,42.3,10,37.77
1423,利華,86808,27,898421,10.35,10.35,10.35,10.35,-,0.05,10.35,28,10.4,10,15
1432,大魯閣,44588,27,319023,7.07,7.25,7.07,7.22,-,0.02,7.13,1,7.22,1,0
1434,福懋,1180498,805,45654496,38.65,38.75,38.55,38.65, ,0,38.65,4,38.7,34,13.33
1435,中福,227001,52,1208065,5.44,5.44,5.31,5.33,-,0.06,5.31,1,5.33,13,133.25
1436,華友聯,7100,8,286499,40.3,40.4,40.3,40.35, ,0,40.35,1,40.75,2,10.62
1437,勤益控,283450,123,5867391,20.85,20.95,20.6,20.65,-,0.45,20.6,53,20.65,6,14.24
1438,裕豐,32517,19,310539,9.25,9.8,9.25,9.8,+,0.12,9.8,1,9.9,16,0
1439,中和,175528,111,5431129,30.9,31.4,30.8,30.8,-,0.05,30.8,9,31,11,0
1440,南紡,2043317,471,24797981,12.25,12.25,12,12.15,-,0.05,12.1,69,12.15,93,21.7
1441,大東,112585,55,1674528,14.75,15.05,14.75,14.9,+,0.15,14.8,11,14.9,23,1.28
1442,名軒,70300,38,1173609,16.7,16.75,16.6,16.7,-,0.05,16.65,20,16.7,3,151.82
1443,立益,189660,24,1515640,7.83,8.07,7.8,8, ,0,7.98,4,8.06,2,0
1444,力麗,552000,232,5516120,10,10.05,9.97,9.99,-,0.01,9.98,38,10,4,18.5
1445,大宇,24000,8,183930,7.69,7.69,7.64,7.68,-,0.01,7.64,5,7.68,12,0
1446,宏和,479000,327,13953650,29.8,29.8,28.6,29.15,-,0.7,29.15,4,29.2,1,0
1447,力鵬,1072445,312,8063664,7.5,7.56,7.5,7.51,+,0.01,7.5,41,7.51,7,20.3
1449,佳和,10999,11,48614,4.44,4.55,4.35,4.48,+,0.06,4.39,5,4.48,4,18.67
1451,年興,116304,76,3225369,27.9,27.9,27.6,27.75,-,0.05,27.6,15,27.75,3,11.19
1452,宏益,378314,223,7884769,20.85,21,20.7,20.75,-,0.05,20.75,11,20.8,32,14.12
1453,大將,13027,8,118886,9.2,9.2,9.11,9.15,-,0.05,9.12,1,9.16,1,0
1454,台富,20486,12,162019,7.95,7.98,7.87,7.94,+,0.01,7.89,3,7.94,9,36.09
1455,集盛,378080,124,3366087,8.95,8.95,8.86,8.86,-,0.09,8.86,9,8.9,18,0
1456,怡華,3000,3,27370,9.13,9.13,9.12,9.12,-,0.01,9.01,2,9.13,7,60.8
1457,宜進,1042002,444,15442074,15.05,15.05,14.75,14.75,-,0.3,14.75,1,14.8,76,9.05
1459,聯發,263124,77,1959309,7.48,7.5,7.41,7.5,+,0.02,7.5,1,7.51,5,0
1460,宏遠,389078,178,4458894,11.5,11.5,11.4,11.4,-,0.1,11.4,178,11.45,4,42.22
1463,強盛,171100,105,2679915,15.8,15.8,15.6,15.65,-,0.15,15.6,50,15.65,1,12.52
1464,得力,3352610,1673,88066088,25.9,26.6,25.8,26.4,+,0.6,26.35,37,26.4,15,26.4
1465,偉全,78000,28,1168950,15.05,15.1,14.95,15,-,0.05,14.95,12,15,2,4.03
1466,聚隆,11282,8,102093,8.91,9.1,8.91,9.09,+,0.08,9.01,5,9.08,1,0
1467,南緯,108100,52,1002414,9.39,9.4,9.23,9.24,-,0.07,9.24,18,9.3,8,40.17
1468,昶和,15000,8,152750,10.2,10.25,10.15,10.25,+,0.05,10.1,1,10.2,1,22.78
1470,大統新創,2000,1,45000,22.5,22.5,22.5,22.5,+,0.15,22,1,22.5,2,30.82
1471,首利,92537,54,417414,4.47,4.57,4.47,4.51,-,0.01,4.5,3,4.54,6,0
1472,三洋紡,183000,66,6284550,34.7,34.7,33.9,33.9,-,0.6,33.9,2,34,4,0
1473,台南,437500,171,12419675,28.5,29,28.15,28.15,-,0.35,28.15,3,28.2,2,18.04
1474,弘裕,25003,20,250438,10,10.05,9.99,9.99,-,0.06,9.98,13,9.99,2,17.84
1475,本盟,2316,4,14816,6.5,6.5,6.32,6.32,X,0,6.31,1,6.75,1,0
1476,儒鴻,658619,495,270345909,408.5,412,408.5,412,+,1,411.5,5,412,21,25.75
1477,聚陽,1156759,815,237125854,206,206,204,206, ,0,205.5,15,206,16,25.78
1503,士電,157613,107,7249540,46.3,46.3,45.85,45.95,-,0.15,45.95,2,46,9,14.82
1504,東元,4108298,1199,92245420,22.45,22.6,22.4,22.45,+,0.05,22.45,484,22.5,63,13.44
1506,正道,108004,43,1970673,18.5,18.5,18,18.35,-,0.3,18,5,18.35,2,0
1507,永大,55338,59,3754780,67.8,68,67.7,67.8,-,0.1,67.7,2,67.9,10,61.64
1512,瑞利,54193,16,296640,5.65,5.65,5.4,5.4,-,0.3,5.4,13,5.5,8,0
1513,中興電,488366,169,10213475,20.9,21,20.85,20.95,+,0.1,20.9,41,20.95,25,14.96
1514,亞力,1570026,701,26672088,17.05,17.15,16.8,17,+,0.05,16.95,16,17,21,14.66
1515,力山,1036064,799,83240663,80.7,81,79.7,80.7, ,0,80.5,1,80.7,13,12.08
1516,川飛,7536,6,114870,15.25,15.25,15.25,15.25, ,0,15.2,5,15.3,1,39.1
1517,利奇,42377,25,409775,9.66,9.7,9.66,9.68,-,0.01,9.67,1,9.68,3,15.61
1519,華城,7187930,3466,192569910,26.6,27.25,26.2,27,+,1.1,26.9,4,27,46,25.71
1521,大億,9100,10,563190,62,62,61.8,61.9,-,0.1,61.8,25,62.4,1,14
1522,堤維西,404357,250,10993976,27.55,27.55,26.9,27.1,-,0.35,27.1,14,27.15,5,14.57
1524,耿鼎,264400,82,2750380,10.45,10.5,10.35,10.45, ,0,10.4,14,10.45,6,9.17
1525,江申,64060,60,3548942,56,56,55.2,55.2,-,0.8,55.1,6,55.2,1,8.93
1526,日馳,705200,523,20928200,29.15,30.15,29.15,29.55,+,0.4,29.55,18,29.6,9,14.49
1527,鑽全,404800,287,22568800,55.7,56,55.5,55.6,-,0.1,55.6,24,55.8,16,5.91
1528,恩德,111003,52,1030077,9.31,9.31,9.25,9.27,-,0.11,9.25,2,9.27,2,92.7
1529,樂士,15000,9,234250,15.8,15.8,15.5,15.5,-,0.4,15.5,7,15.8,2,24.6
1530,亞崴,17000,15,512700,30.5,30.5,30.1,30.1,-,0.7,30.1,1,30.5,11,8.72
1531,高林股,608063,188,9800120,16.4,16.4,15.8,16.05,-,0.35,16,21,16.05,4,20.58
1532,勤美,149322,97,5201472,34.75,35,34.7,34.7,-,0.05,34.7,17,34.8,3,8.59
1533,車王電,36400,24,1238070,34.05,34.2,33.95,33.95,-,0.05,33.9,11,34,1,15.29
1535,中宇,62000,27,2010450,32.4,32.8,32.35,32.5,-,0.35,32.4,11,32.6,1,46.43
1536,和大,521895,408,47934855,91.5,92.6,91.2,91.7,+,0.2,91.7,4,91.9,8,20.33
1537,廣隆,112245,100,18356781,164.5,164.5,162.5,163.5,-,1,163.5,16,164,18,12.85
1538,正峰新,12091,12,54869,4.51,4.67,4.51,4.55,X,0,4.54,1,4.67,3,0
1539,巨庭,23000,20,546150,23.9,23.9,23.7,23.7,-,0.2,23.7,10,23.75,1,4.3
1540,喬福,372400,209,8312418,22.2,22.45,22.2,22.4,+,0.2,22.4,10,22.45,18,10.62
1541,錩泰,6000,6,171400,29.2,29.2,28.2,28.35,-,0.1,28.1,2,28.45,1,18.65
1558,伸興,240773,211,35130966,149,149,145,145.5,-,2.5,145.5,4,146,2,8.31
1560,中砂,49100,44,2892749,59.1,59.1,58.8,59,-,0.1,58.9,2,59,3,12.4
1568,倉佑,59000,37,1162450,19.55,19.8,19.5,19.8,+,0.3,19.75,3,19.8,1,41.25
1582,信錦,164800,158,13148611,80.1,80.1,79.5,80, ,0,79.9,7,80,1,10.2
1583,程泰,4000,4,227400,56.2,57.3,56.2,57.3,-,0.5,56.7,1,57.5,1,9.88
1587,吉茂,103000,37,1922400,18.75,18.75,18.6,18.6,-,0.25,18.55,13,18.6,14,23.54
1589,永冠-KY,3288000,2326,196292800,61.2,61.6,58.1,58.5,-,1.4,58.5,4,58.6,10,0
1590,亞德客-KY,1755170,1490,538252200,312,316,302.5,306,-,9,305.5,9,306,2,21.86
1592,英瑞-KY,211000,145,4693100,22.3,22.65,22,22.3,+,0.35,22.05,1,22.3,6,0
1598,岱宇,406393,245,16733661,40.8,41.3,40.8,41.25,+,0.5,41.2,4,41.25,14,13.89
1604,聲寶,975312,321,16801578,17.2,17.3,17.2,17.2, ,0,17.2,133,17.25,64,9.66
1605,華新,8756254,1679,141362446,16.2,16.25,16,16.15,-,0.05,16.1,120,16.15,172,6.41
1608,華榮,978491,251,9909659,10.2,10.25,10.05,10.05,-,0.2,10.05,121,10.1,24,0
1609,大亞,2440911,768,27770842,11.45,11.5,11.3,11.35,-,0.15,11.35,19,11.4,95,20.27
1611,中電,556018,263,5243487,9.6,9.61,9.35,9.42,-,0.25,9.4,5,9.42,8,33.64
1612,宏泰,333010,61,3355550,10.15,10.15,10,10.05,-,0.05,10.05,3,10.1,1,20.1
1614,三洋電,867160,470,25842428,30.65,30.8,29.05,29.3,-,1.55,29.3,7,29.35,23,36.62
1615,大山,17112,15,296676,17.4,17.4,17.15,17.3,+,0.2,17.2,3,17.35,6,10.12
1616,億泰,6500,5,29540,4.55,4.56,4.54,4.56,-,0.02,4.54,6,4.56,3,0
1617,榮星,8000,8,109250,13.75,13.75,13.5,13.7,+,0.05,13.5,1,13.65,2,9.58
1618,合機,124363,33,1042168,8.42,8.43,8.33,8.43,+,0.01,8.33,18,8.45,1,0
1626,艾美特-KY,180000,58,4520350,25.6,25.6,24.7,24.8,-,0.4,24.8,13,24.9,1,35.94
1701,中化,202807,110,3824040,18.8,18.95,18.8,18.8, ,0,18.8,102,18.85,4,16.21
1702,南僑,359288,251,19258593,53.6,54,53.3,53.4,-,0.3,53.4,2,53.5,4,13.35
1707,葡萄王,202994,199,42739234,212,213,209,209,-,3,209,32,210,7,21.86
1708,東鹼,86828,54,2242068,25.9,25.9,25.75,25.8,-,0.1,25.8,4,25.85,8,16.86
1709,和益,94038,53,1278814,13.6,13.65,13.55,13.65,+,0.05,13.6,5,13.65,89,19.78
1710,東聯,1205112,581,29763057,25,25,24.45,24.65,-,0.3,24.65,1,24.7,9,16.01
1711,永光,221730,108,3762433,17,17,16.95,16.95, ,0,16.95,29,17,15,22.01
1712,興農,1700232,676,35542666,21,21.1,20.8,20.85,-,0.15,20.85,26,20.9,53,11.21
1713,國化,26252,11,497362,19,19.05,18.85,19.05, ,0,18.85,10,19.05,4,28.86
1714,和桐,6544392,1561,49273725,7.63,7.7,7.35,7.36,-,0.23,7.36,48,7.38,10,26.29
1717,長興,335370,243,8992860,26.9,26.9,26.75,26.8,-,0.1,26.75,5,26.8,15,16.24
1718,中纖,2905469,808,26719856,9.14,9.25,9.12,9.16,-,0.01,9.16,79,9.17,51,15.27
1720,生達,103121,61,3369794,32.75,32.8,32.6,32.8,+,0.05,32.8,1,32.85,1,15.33
1721,三晃,44220,19,404664,9.22,9.25,9.1,9.14,-,0.1,9.13,3,9.2,3,38.08
1722,台肥,6584721,3191,319251138,49.05,49.1,48.2,48.25,-,0.95,48.25,64,48.3,328,19.61
1723,中碳,506488,89,71950128,131.5,131.5,130.5,131,-,0.5,131,7,131.5,13,19.32
1724,台硝,33000,17,433950,13.15,13.2,13.1,13.2,+,0.05,13.15,1,13.2,11,16.92
1725,元禎,17226,10,255544,14.8,14.9,14.8,14.8,-,0.05,14.8,2,14.85,22,12.44
1726,永記,17000,10,1245200,73,73.6,73,73.6,+,0.6,73,1,73.6,5,16.96
1727,中華化,24106,18,314828,13.15,13.15,13,13,-,0.15,13,19,13.05,2,22.03
1730,花仙子,308946,277,27353117,88.8,89,88,88.5,+,0.2,88.5,29,88.6,5,14.7
1731,美吾華,103150,54,1384316,13.45,13.45,13.35,13.45, ,0,13.4,7,13.45,8,20.07
1732,毛寶,46000,19,479800,10.45,10.5,10.4,10.5,-,0.05,10.35,12,10.5,1,43.75
1733,五鼎,254000,184,8506150,33.45,33.8,33.3,33.8,+,0.35,33.7,3,33.8,13,33.8
1734,杏輝,32282,32,624305,19.45,19.45,19.25,19.4,-,0.1,19.35,2,19.4,3,485
1735,日勝化,3160,4,49870,15.55,15.9,15.55,15.9,+,0.15,15.7,1,15.9,1,49.69
1736,喬山,15503772,9693,1029829831,63.8,69.9,63.8,69.9,+,6.2,69.5,2,69.9,28,34.6
1737,臺鹽,290423,197,9850833,33.9,34,33.8,33.9,-,0.05,33.85,10,33.9,5,14.74
1760,寶齡富錦,840785,692,75215735,90.2,91.1,88.7,89.1,-,1.3,89,30,89.1,3,35.36
1762,中化生,488770,301,12925375,26.5,26.95,25.95,25.95,-,0.35,25.95,1,26.05,2,7.41
1773,勝一,55224,48,4799412,86.3,87.8,86.3,86.8,-,0.7,86.8,1,87,2,14.35
1776,展宇,7000,5,115550,16.5,16.55,16.5,16.55,+,0.3,16.35,2,16.6,1,0
1783,和康生,43000,30,1016900,24,24,23.55,23.55,-,0.35,23.55,4,23.7,2,29.44
1786,科妍,229081,116,14131208,62.8,62.8,61.2,61.9, ,0,61.8,1,62,3,44.21
1789,神隆,336761,224,8346365,25.2,25.25,24.55,24.65,-,0.65,24.6,4,24.65,5,50.31
1802,台玻,752676,203,9124961,12.15,12.2,12.05,12.05,-,0.1,12.05,83,12.15,46,0
1805,寶徠,9838,9,94789,9.7,9.7,9.6,9.7,-,0.01,9.3,3,9.7,3,0
1806,冠軍,163411,58,1136921,7.05,7.05,6.91,6.96,-,0.04,6.96,3,6.97,3,0
1808,潤隆,303961,269,19078798,63,63.4,62.5,62.7,-,0.3,62.6,14,62.8,47,15.07
1809,中釉,21013406,8757,305768953,13.85,15.15,13.85,14.8,+,0.95,14.75,102,14.8,8,1480
1810,和成,64393,32,509207,7.94,7.94,7.89,7.94,-,0.01,7.9,5,7.94,17,0
1817,凱撒衛,197100,113,7480805,38.3,38.3,37.8,38.05,-,0.6,38,6,38.05,3,11.57
1902,台紙,96192,56,1734745,18.1,18.1,18,18, ,0,18,43,18.1,2,23.68
1903,士紙,14360,14,444402,31.15,31.2,30.8,31.2,+,0.05,30.7,2,31.2,3,0
1904,正隆,721318,325,14035564,19.35,19.55,19.35,19.4, ,0,19.4,115,19.45,7,9.7
1905,華紙,228355,105,2187715,9.62,9.62,9.56,9.6,-,0.03,9.56,22,9.6,3,21.82
1906,寶隆,478000,83,6407050,13.4,13.45,13.3,13.3,-,0.1,13.3,25,13.35,4,3.83
1907,永豐餘,673641,265,7845009,11.75,11.75,11.6,11.6,-,0.15,11.6,134,11.65,11,13.33
1909,榮成,6140393,2590,86487436,14.25,14.3,13.9,14.05,-,0.2,14,97,14.05,76,19.79
2002,中鋼,10872021,3601,263956393,24.2,24.35,24.15,24.35,+,0.15,24.3,9,24.35,104,16.02
2006,東和鋼鐵,297679,181,6629904,22.25,22.3,22.2,22.25,-,0.05,22.2,124,22.3,284,23.42
2007,燁興,14773,14,71318,4.82,4.84,4.82,4.82,+,0.01,4.82,2,4.83,3,0
2008,高興昌,5525,8,68180,12.35,12.35,12.35,12.35, ,0,12.35,29,12.4,10,0
2009,第一銅,262621,102,2639660,10.1,10.1,10,10.05,-,0.05,10.05,23,10.1,6,59.12
2010,春源,102437,48,1072114,10.5,10.5,10.45,10.45,-,0.05,10.45,63,10.5,23,33.71
2012,春雨,77000,36,1786450,23.4,23.5,23.1,23.1,-,0.05,23.1,15,23.15,7,12.62
2013,中鋼構,151320,116,3906221,26,26,25.7,25.75,-,0.25,25.7,26,25.75,14,45.18
2014,中鴻,2854711,717,29998015,10.5,10.55,10.45,10.5, ,0,10.5,283,10.55,359,6.33
2015,豐興,126624,75,8119330,64.2,64.4,63.9,64,-,0.2,63.9,8,64,4,12.62
2017,官田鋼,198802,78,1596276,8.06,8.06,8.01,8.02,-,0.04,8.02,15,8.03,16,34.87
2020,美亞,123438,70,2041919,16.6,16.6,16.5,16.6,-,0.05,16.55,2,16.6,40,8.56
2022,聚亨,1008324,216,6860646,6.79,6.83,6.77,6.81,+,0.02,6.81,6,6.82,51,0
2023,燁輝,755779,323,6933194,9.21,9.26,9.13,9.17,-,0.09,9.17,19,9.18,63,0
2024,志聯,86000,11,932200,10.85,10.85,10.8,10.85,-,0.05,10.8,52,10.85,15,16.69
2025,千興,33756,9,59391,1.79,1.79,1.75,1.75, ,0,1.76,1,1.77,22,0
2027,大成鋼,1208917,661,53177140,44.15,44.15,43.9,43.95,-,0.05,43.95,95,44,2,9.08
2028,威致,261148,37,2436828,9.32,9.38,9.32,9.34,+,0.01,9.32,15,9.34,3,7.53
2029,盛餘,41160,28,761392,18.7,18.7,18.45,18.55,-,0.15,18.55,2,18.6,2,97.63
2030,彰源,160974,68,2060613,12.9,12.9,12.75,12.75,-,0.05,12.75,44,12.85,29,8.02
2031,新光鋼,765384,491,24010798,31.5,31.75,31.15,31.15,-,0.25,31.15,6,31.25,10,51.92
2032,新鋼,42197,18,368813,8.73,8.77,8.73,8.77,-,0.05,8.73,4,8.79,1,58.47
2033,佳大,59010,37,588850,10.05,10.05,9.92,10.05,+,0.07,9.94,10,10,3,100.5
2034,允強,252401,116,6705793,26.7,26.7,26.5,26.55,-,0.05,26.55,34,26.6,41,11.16
2038,海光,135000,65,1031510,7.63,7.72,7.58,7.59,-,0.13,7.59,26,7.69,2,0
2049,上銀,1498753,1190,348826949,234.5,235.5,231,232,-,4,232,15,232.5,11,14.54
2059,川湖,326221,304,96711526,300.5,303.5,290,293,-,7.5,292.5,4,293,1,14.69
2062,橋椿,153009,99,5377768,35.35,35.35,35.05,35.15,-,0.05,35.1,1,35.2,39,41.85
2069,運錩,92000,56,2171700,23.65,23.7,23.55,23.55,-,0.1,23.55,7,23.6,4,4.45
2101,南港,970224,344,33396136,34.95,34.95,34.15,34.25,-,0.65,34.25,71,34.3,5,74.46
2102,泰豐,3654291,1131,45751804,12.85,12.85,12.35,12.4,-,0.4,12.35,271,12.4,23,0
2103,台橡,268589,197,7411719,27.75,27.75,27.5,27.55,-,0.2,27.55,11,27.6,6,18.37
2104,國際中橡,12731307,6287,445141199,35.6,35.6,34.3,35.05,-,0.9,35.05,5,35.1,70,10.19
2105,正新,2930335,1335,117527840,40.1,40.3,39.95,40.15,+,0.05,40.05,21,40.15,126,38.98
2106,建大,210843,137,6085476,29,29,28.7,28.85,-,0.15,28.75,3,28.85,8,31.36
2107,厚生,336094,150,5952457,17.7,17.8,17.65,17.8, ,0,17.7,10,17.8,45,23.12
