1101,40.85,267
1102,31.5,267
1103,11.95,267
1104,22.05,267
1108,7.62,267
1109,13.7,260
1110,13.9,266
1201,23.6,267
1203,25.75,266
1210,38.1,267
1215,63.5,267
1216,71.0,267
1217,7.52,267
1218,17.15,267
1219,18.45,263
1220,11.75,267
1225,72.5,239
1227,66.4,267
1229,37.9,266
1231,34.85,267
1232,93.9,267
1233,38.0,267
1234,31.25,267
1235,35.0,263
1236,17.6,265
1256,172.0,267
1262,37.85,267
1301,104.0,267
1303,81.1,267
1304,14.45,267
1305,31.95,267
1307,32.35,267
1308,17.8,267
1309,12.5,267
1310,21.5,267
1312,33.5,267
1313,19.95,267
1314,13.05,267
1315,26.7,265
1316,22.4,267
1319,53.7,267
1321,27.85,267
1323,34.6,267
1324,12.4,267
1325,18.15,267
1326,109.0,267
1337,11.2,267
1338,103.0,267
1339,38.9,267
1340,45.55,267
1341,58.1,101
1402,28.5,267
1409,10.3,267
1410,23.6,266
1413,15.85,267
1414,7.85,267
1416,17.2,267
1417,4.51,267
1418,8.33,127
1419,48.0,239
1423,10.65,260
1432,10.5,266
1434,33.6,267
1435,5.5,267
1436,39.5,266
1437,19.65,267
1438,6.7,251
1439,49.75,266
1440,13.1,267
1441,14.6,267
1442,19.75,267
1443,5.61,259
1444,11.3,267
1445,8.36,267
1446,22.0,267
1447,8.46,267
1449,6.21,267
1451,24.8,267
1452,20.7,267
1453,11.25,265
1454,8.4,263
1455,10.4,267
1456,nan,222
1457,14.05,267
1459,8.82,267
1460,12.45,267
1463,22.25,267
1464,25.45,267
1465,14.4,265
1466,11.0,256
1467,10.95,267
1468,9.65,267
1470,nan,174
1471,6.11,267
1472,28.8,266
1473,23.0,267
1474,11.75,267
1475,27.2,227
1476,363.0,267
1477,143.5,267
1503,41.1,267
1504,24.15,267
1506,23.05,267
1507,51.9,267
1512,10.55,267
1513,21.6,267
1514,16.3,267
1515,44.0,267
1516,16.2,267
1517,10.4,267
1519,26.35,267
1521,81.6,267
1522,29.25,267
1524,10.45,267
1525,84.6,267
1526,59.0,267
1527,53.2,267
1528,16.3,267
1529,3.55,231
1530,32.55,267
1531,21.1,267
1532,30.8,267
1533,36.4,267
1535,44.1,265
1536,132.0,267
1537,142.5,267
1538,5.58,255
1539,17.5,267
1540,15.0,267
1541,34.3,266
1558,129.0,267
1560,77.5,267
1568,27.9,267
1582,65.0,260
1583,61.0,263
1587,20.25,267
1589,78.0,267
1590,519.0,267
1592,31.65,267
1598,38.9,267
1604,13.35,262
1605,20.25,267
1608,12.25,267
1609,15.65,267
1611,12.4,267
1612,11.45,406
1614,23.0,267
1615,22.2,267
1616,6.05,267
1617,13.65,262
1618,9.47,267
1626,22.35,267
1701,20.3,267
1702,60.4,267
1707,252.0,267
1708,29.7,267
1709,18.7,267
1710,32.0,267
1711,17.9,267
1712,17.05,267
1713,17.5,266
1714,8.23,267
1717,28.4,267
1718,9.83,267
1720,36.9,267
1721,12.05,267
1722,40.1,267
1723,158.0,267
1724,14.0,264
1725,17.0,267
1726,80.5,252
1727,15.0,267
1730,47.6,267
1731,14.25,267
1732,12.2,266
1733,30.2,267
1734,23.25,267
1735,16.15,253
1736,30.45,267
1737,28.85,267
1760,106.0,267
1762,24.85,267
1773,81.1,267
1776,21.3,253
1783,34.0,267
1786,72.5,267
1789,32.45,267
1802,19.85,267
1805,12.25,266
1806,8.14,267
1808,56.3,267
1809,12.3,267
1810,9.69,267
1817,41.45,263
1902,18.0,267
1903,33.2,265
1904,16.85,267
1905,11.0,267
1906,25.7,267
1907,12.7,267
1909,34.8,267
2002,23.6,267
2006,24.65,267
2007,5.31,267
2008,12.4,261
2009,11.3,267
2010,11.35,267
2012,20.0,267
2013,31.0,267
2014,10.8,267
2015,59.8,267
2017,10.75,267
2020,15.7,267
2022,6.86,260
2023,10.3,267
2024,11.35,267
2025,4.35,133
2027,34.05,266
2028,10.65,267
2029,26.7,267
2030,16.25,267
2031,43.8,267
2032,10.65,267
2033,12.6,267
2034,26.6,267
2038,13.55,267
2049,450.0,267
2059,421.5,267
2062,36.3,267
2069,24.2,267
2101,25.0,267
2102,12.9,267
2103,30.0,267
2104,42.6,267
2105,47.8,267
2106,34.4,267
2107,15.0,267
2108,25.05,267
2109,15.2,267
2114,89.6,267
2115,39.2,266
2201,22.65,267
2204,27.95,267
2206,21.25,266
2207,290.5,267
2208,24.9,260
2227,256.0,267
2228,89.1,267
2231,390.0,266
2236,53.7,267
2239,151.0,267
2243,32.7,264
2301,38.8,267
2302,6.0,267
2303,16.0,266
2305,8.75,267
2308,108.0,267
2312,10.5,267
2313,29.8,267
2314,25.8,267
2316,15.85,267
2317,83.3,261
2321,2.4,257
2323,6.05,267
2324,19.4,266
2327,636.0,266
2328,20.5,267
2329,8.16,260
2330,227.0,267
2331,17.0,267
2332,11.0,267
2337,47.0,267
2338,17.0,267
2340,22.1,267
2342,32.2,267
2344,18.7,267
2345,70.0,247
2347,42.55,232
2348,39.3,267
2349,5.6,260
2351,71.1,267
2352,20.35,267
2353,22.8,267
2354,74.0,267
2355,38.0,267
2356,22.5,267
2357,277.5,267
2358,19.7,267
2359,20.6,267
2360,152.0,267
2362,29.15,267
2363,8.5,267
2364,4.0,266
2365,10.05,267
2367,20.35,267
2368,9.44,267
2369,12.6,267
2371,22.3,266
2373,88.5,267
2374,17.35,267
2375,47.05,266
2376,65.8,267
2377,93.8,267
2379,111.5,267
2380,6.74,267
2382,54.1,267
2383,73.2,267
2385,73.2,267
2387,15.55,260
2388,34.85,267
2390,10.5,267
2392,38.6,267
2393,41.9,267
2395,203.0,267
2397,66.5,267
2399,20.35,267
2401,14.4,267
2402,15.9,266
2404,64.3,260
2405,15.75,267
2406,12.45,267
2408,93.9,267
2409,12.35,267
2412,112.5,267
2413,21.15,267
2414,20.5,267
2415,19.0,267
2417,12.15,267
2419,21.3,260
2420,35.7,267
2421,36.45,267
2423,22.9,267
2424,nan,217
2425,26.35,267
2426,15.75,267
2427,11.1,267
2428,83.7,267
2429,12.85,179
2430,24.6,267
2431,13.3,267
2433,47.75,267
2434,14.4,267
2436,26.2,260
2438,10.0,260
2439,141.5,267
2440,11.35,264
2441,53.9,267
2442,7.9,267
2443,5.77,267
2444,28.5,267
2448,40.75,267
2449,29.4,267
2450,52.3,267
2451,83.7,267
2453,14.05,267
2454,341.5,267
2455,97.8,267
2456,93.0,261
2457,10.85,267
2458,43.3,260
2459,42.05,267
2460,13.9,267
2461,15.25,267
2462,24.8,267
2464,43.1,267
2465,23.0,267
2466,35.9,267
2467,26.9,267
2468,12.5,267
2471,15.25,267
2472,58.8,267
2474,340.0,267
2476,25.15,267
2477,26.7,267
2478,54.7,267
2480,42.0,267
2481,49.95,267
2482,12.5,265
2483,22.05,267
2484,18.6,267
2485,25.35,267
2486,9.22,267
2488,25.4,267
2489,12.75,267
2491,6.92,258
2492,193.0,267
2493,25.8,267
2495,12.75,267
2496,154.0,262
2497,25.0,267
2498,60.5,267
2499,9.32,267
2501,17.3,267
2504,9.69,267
2505,14.9,267
2506,11.65,266
2509,29.5,267
2511,11.8,267
2514,14.0,266
2515,7.62,267
2516,6.01,267
2520,19.4,267
2524,22.65,267
2527,29.15,267
2528,18.7,266
2530,15.1,267
2534,35.0,267
2535,23.8,267
2536,22.6,267
2537,7.8,267
2538,10.85,267
2539,29.15,267
2540,30.5,244
2542,45.95,267
2543,8.15,267
2545,28.15,267
2546,25.5,267
2547,10.8,267
2548,68.6,267
2597,38.55,266
2601,11.85,266
2603,15.15,267
2605,17.65,267
2606,35.75,267
2607,13.5,267
2608,40.15,267
2609,10.35,267
2610,10.8,267
2611,7.17,267
2612,29.1,267
2613,13.0,267
2614,13.7,260
2615,17.2,267
2616,33.4,267
2617,17.2,267
2618,15.9,267
2630,31.5,265
2633,22.8,267
2634,35.3,267
2636,23.45,267
2637,28.5,267
2642,26.5,267
2701,13.2,267
2702,15.2,267
2704,22.85,267
2705,6.76,267
2706,15.0,267
2707,153.5,267
2712,nan,202
2722,33.0,202
2723,348.0,267
2727,121.0,267
2731,111.0,267
2739,37.7,267
2748,59.1,265
2801,17.05,267
2809,35.65,267
2812,10.3,267
2816,18.6,267
2820,14.4,267
2823,32.25,267
2832,20.75,267
2834,9.14,267
2836,9.36,267
2838,9.69,267
2841,9.41,267
2845,9.95,267
2849,13.65,267
2850,32.0,267
2851,18.95,267
2852,13.7,267
2855,14.9,267
2867,16.2,267
2880,17.95,267
2881,51.0,267
2882,53.2,267
2883,11.25,267
2884,21.0,267
2885,14.2,267
2886,26.2,267
2887,14.45,267
2888,12.15,267
2889,10.4,267
2890,10.7,267
2891,21.25,267
2892,20.4,267
2897,8.65,267
2901,25.3,265
2903,19.6,267
2904,18.9,267
2905,24.15,267
2906,10.95,267
2908,23.1,267
2910,nan,212
2911,14.1,267
2912,292.5,267
2913,15.45,267
2915,57.6,260
2923,19.0,259
2929,100.5,267
2936,25.5,266
2939,165.0,266
3002,11.3,266
3003,51.6,267
3004,55.0,267
3005,42.8,267
3006,39.0,267
3008,3560.0,267
3010,55.6,267
3011,8.43,267
3013,18.7,267
3014,34.95,267
3015,24.05,267
3016,36.2,267
3017,27.05,267
3018,82.0,267
3019,92.5,267
3021,15.7,267
3022,34.7,260
3023,78.9,267
3024,6.32,267
3025,16.75,267
3026,146.5,267
3027,9.7,267
3028,22.55,267
3029,20.25,267
3030,54.7,267
3031,15.45,267
3032,34.4,267
3033,22.2,267
3034,124.5,267
3035,67.9,267
3036,44.4,267
3037,17.0,267
3038,9.42,267
3040,59.5,267
3041,13.55,267
3042,35.65,267
3043,2.62,267
3044,89.9,267
3045,110.0,267
3046,22.65,262
3047,8.12,267
3048,17.0,267
3049,7.0,267
3050,11.05,267
3051,3.12,267
3052,9.65,267
3054,20.0,260
3055,29.95,267
3056,21.45,260
3057,9.37,267
3058,8.16,267
3059,31.3,267
3060,22.05,267
3062,17.6,267
3090,72.5,267
3094,22.3,267
3130,176.0,237
3149,16.2,267
3164,27.25,266
3167,46.3,267
3189,49.25,267
3209,20.55,267
3229,17.3,267
3231,23.8,267
3257,52.5,267
3266,11.05,267
3296,13.95,267
3305,24.5,266
3308,8.07,256
3311,17.1,267
3312,8.35,267
3321,14.1,267
3338,20.3,267
3346,63.5,267
3356,30.2,267
3376,77.5,267
3380,19.95,267
3383,2.86,267
3406,357.0,267
3413,195.5,267
3416,45.7,267
3419,17.3,267
3432,13.8,267
3437,28.7,267
3443,282.0,267
3450,104.0,267
3454,80.9,267
3481,11.15,267
3494,10.15,267
3501,51.5,267
3504,60.1,267
3515,80.0,267
3518,29.15,267
3528,36.05,267
3530,137.0,215
3532,117.5,260
3533,194.0,267
3535,13.45,267
3536,11.4,267
3545,26.3,267
3550,20.75,267
3557,16.5,266
3576,12.2,267
3579,14.1,266
3583,56.5,267
3588,25.8,267
3591,15.3,267
3593,8.76,260
3596,56.3,267
3605,26.3,267
3607,26.95,267
3617,89.4,267
3622,16.15,267
3645,62.5,267
3653,61.8,267
3661,138.0,267
3665,225.0,267
3669,18.25,267
3673,66.0,267
3679,79.6,259
3682,8.74,267
3686,6.02,266
3694,19.35,267
3698,17.85,267
3701,7.4,244
3702,40.0,261
3703,13.2,267
3704,13.15,267
3705,40.8,267
3706,32.25,267
3708,136.0,267
3711,80.8,267
3712,34.5,161
4104,49.5,267
4106,29.6,267
4108,23.9,267
4119,61.8,267
4133,36.8,267
4137,197.5,267
4141,25.6,267
4142,19.35,267
4144,42.1,267
4148,123.0,267
4155,30.75,267
4164,37.55,267
4190,105.0,267
4306,17.3,267
4414,15.5,266
4426,41.2,267
4438,111.0,267
4526,19.55,267
4532,32.05,267
4536,81.4,267
4540,120.0,193
4545,39.4,267
4551,178.5,267
4552,89.3,267
4555,78.1,267
4557,72.2,266
4560,65.2,267
4562,40.2,267
4564,53.0,59
4566,57.3,267
4720,15.0,267
4722,33.6,267
4725,21.35,267
4737,57.8,266
4739,120.5,267
4746,58.8,267
4755,49.8,264
4763,126.5,267
4764,62.3,267
4766,88.0,120
4807,67.8,246
4904,78.1,267
4906,24.1,267
4912,161.0,267
4915,60.1,267
4916,35.75,267
4919,55.2,267
4927,21.15,267
4930,12.0,266
4934,9.51,245
4935,36.6,267
4938,69.8,267
4942,22.85,267
4943,263.5,267
4952,42.8,267
4956,20.1,267
4958,64.4,267
4960,10.95,267
4961,36.9,150
4967,30.3,88
4968,68.1,267
4976,43.0,267
4977,76.0,267
4989,31.0,227
4994,48.3,267
4999,49.6,267
5007,57.4,267
5203,64.5,267
5215,24.6,267
5225,26.8,267
5234,81.0,267
5243,32.4,267
5258,18.7,267
5264,73.3,267
5269,347.0,267
5284,62.8,265
5285,83.1,267
5288,88.4,267
5305,38.05,267
5388,80.3,267
5434,80.4,267
5469,17.55,267
5471,32.9,246
5484,5.28,267
5515,11.85,267
5519,12.2,267
5521,13.3,267
5522,32.55,267
5525,18.05,267
5531,11.6,267
5533,16.5,267
5534,86.3,267
5538,44.05,267
5607,18.05,267
5608,7.4,261
5706,36.4,267
5871,109.5,267
5876,35.0,148
5880,17.3,267
5906,10.6,254
5907,30.55,267
6005,11.25,267
6024,61.8,267
6108,23.7,267
6112,33.9,267
6115,45.0,266
6116,8.23,267
6117,16.7,262
6120,23.4,267
6128,39.0,267
6131,16.5,56
6133,9.9,265
6136,23.95,267
6139,36.8,267
6141,31.0,267
6142,7.0,267
6152,7.65,267
6153,43.85,267
6155,20.15,267
6164,10.3,267
6165,18.4,267
6166,61.5,267
6168,18.1,267
6172,13.4,247
6176,61.6,267
6177,37.6,267
6183,33.1,266
6184,38.85,267
6189,28.3,267
6191,12.55,267
6192,58.8,267
6196,58.5,267
6197,28.55,267
6201,30.75,265
6202,72.5,267
6205,27.5,267
6206,77.7,267
6209,28.2,267
6213,68.5,267
6214,64.0,267
6215,19.25,267
6216,28.5,267
6224,61.0,267
6225,3.1,223
6226,9.12,267
6230,76.5,267
6235,17.7,267
6239,85.6,267
6243,13.25,267
6251,9.0,267
6257,34.6,267
6269,78.8,267
6271,106.0,267
6277,98.2,267
6278,25.7,267
6281,65.0,267
6282,19.0,267
6283,49.6,267
6285,70.2,267
6288,22.8,262
6289,1.91,266
6405,23.5,267
6409,518.0,267
6412,52.9,267
6414,482.5,267
6415,628.0,267
6416,132.5,267
6431,13.25,267
6442,33.5,267
6443,10.2,267
6449,60.0,267
6451,146.0,267
6452,387.0,267
6456,180.5,267
6464,118.5,206
6477,25.15,267
6504,160.0,267
6505,120.5,267
6525,83.5,267
6531,81.0,266
6533,147.0,267
6541,115.0,267
6552,51.5,267
6558,30.0,115
6573,46.0,267
6579,83.6,266
6581,116.0,267
6582,53.4,263
6591,78.6,267
6605,81.2,267
6625,52.1,267
6641,85.5,166
6655,60.5,119
6666,118.0,127
6668,92.0,110
6670,170.0,106
6671,53.0,111
6674,31.95,120
8011,17.95,267
8016,86.0,267
8021,19.85,260
8028,38.0,219
8033,12.2,267
8039,39.05,267
8046,27.0,267
8070,148.0,267
8072,20.9,266
8081,65.7,267
8101,2.36,262
8103,27.15,267
8104,80.0,85
8105,15.25,267
8110,13.1,267
8112,31.85,267
8114,116.0,267
8131,33.0,267
8150,20.75,261
8163,31.1,267
8201,16.8,267
8210,46.85,267
8213,28.35,266
8215,17.4,267
8222,20.4,267
8249,23.9,267
8261,26.4,267
8271,38.5,267
8341,195.0,267
8367,21.4,173
8374,27.95,267
8404,43.1,245
8411,19.35,267
8422,190.5,267
8427,38.9,261
8429,19.7,267
8442,56.2,266
8443,14.5,265
8454,246.5,267
8462,184.0,53
8463,23.95,267
8464,265.0,267
8466,81.1,265
8467,32.9,254
8473,68.3,267
8478,59.6,267
8480,145.0,233
8481,46.5,259
8482,116.0,193
8488,26.9,243
8497,42.0,265
8499,89.6,267
8926,29.4,267
8940,13.65,267
8996,42.85,267
9103,1.43,267
910322,28.05,226
910482,0.34,258
9105,2.68,267
910708,619.0,84
910861,8.28,168
9110,3.14,257
911608,nan,189
911616,1.08,261
911619,nan,130
911622,nan,145
911868,1.81,267
912000,2.76,233
912398,7.36,186
9136,6.69,267
9157,1.21,253
9188,5.2,246
9802,63.9,267
9902,9.8,267
9904,37.5,267
9905,26.9,267
9906,13.9,267
9907,12.7,267
9908,27.9,267
9910,135.0,267
9911,38.45,267
9912,10.85,267
9914,132.5,267
9917,89.0,267
9918,32.9,221
9919,11.8,267
9921,150.0,267
9924,35.7,267
9925,38.7,267
9926,40.5,237
9927,39.85,267
9928,5.11,204
9929,11.1,267
9930,59.8,267
9931,nan,221
9933,50.5,267
9934,22.0,267
9935,19.15,267
9937,40.1,248
9938,78.3,267
9939,51.7,267
9940,43.25,267
9941,131.5,267
9942,86.7,267
9943,55.1,266
9944,19.2,267
9945,35.6,260
9946,14.6,267
9955,13.8,267
9958,70.1,267
